epoch,train_loss,fit_threshold,val_auc,val_prauc,val_f1,val_landmark_auc,val_next_hyper_auc
1,1.9994574228922526,0.4699999999999998,0.7085229948202794,0.1313774111942385,0.17142857142857143,0.9212131067566468,0.8317375608224769
2,1.6706592241923015,0.3599999999999998,0.750274682153508,0.1800836277811796,0.26229508196721313,0.916903813318156,0.8541830167948516
3,1.363207252820333,0.17499999999999993,0.763459425521896,0.23031614828709832,0.24193548387096775,0.94788194162127,0.8559095903311882
4,1.177600085735321,0.17999999999999994,0.7909276408727044,0.2956701513557575,0.37735849056603776,0.9582892918123425,0.8533982106419714
5,1.0694344242413838,0.12499999999999996,0.805838957777429,0.3100428406419274,0.2978723404255319,0.9617855110171558,0.8543399780254277
6,1.1495261152585348,0.11499999999999998,0.8295401035944122,0.34943794265680206,0.32727272727272727,0.9630051223676721,0.8471197614189295
7,0.9935871601104737,0.13499999999999995,0.8303249097472925,0.32468471559139533,0.3564356435643564,0.9665826489958533,0.8383299325066709
8,0.9538269261519114,0.13999999999999996,0.8237325380630984,0.2936467605927383,0.30952380952380953,0.9695097162370924,0.8318945220530529
9,0.9689398566881816,0.14499999999999996,0.8220059645267619,0.27705242610646275,0.2894736842105263,0.9714610943979185,0.8290692199026841
10,0.9266439159711202,0.16499999999999992,0.8169832051483283,0.23592774336146774,0.3235294117647059,0.9705667127408732,0.8179249725317846
11,1.0230969866116841,0.15499999999999997,0.825459111599435,0.286949946652097,0.3125,0.9724367834783315,0.8240464605242506
12,0.926058808962504,0.16499999999999992,0.8318945220530529,0.28914061267550056,0.32786885245901637,0.9707293275876087,0.8158844765342961
13,0.8633356402317683,0.17999999999999994,0.8245173442159787,0.2711339887026118,0.27586206896551724,0.9727620131718026,0.8141579029979595
14,0.8845623334248861,0.16999999999999993,0.8154135928425679,0.2566092699176536,0.25806451612903225,0.9725180909016993,0.8198085072986973
15,0.8408406138420105,0.15999999999999995,0.8113326008475906,0.2519844197474335,0.24615384615384617,0.9723554760549638,0.822319886987914
16,0.8749596794446309,0.17499999999999993,0.8075655313137655,0.2474102725382478,0.2,0.9734124725587445,0.8224768482184901
17,0.820629624525706,0.16999999999999993,0.8127452519227751,0.2764919275526811,0.26666666666666666,0.9752012358728351,0.8218490032961858
18,0.8710623939832052,0.15999999999999995,0.8130591743839272,0.2679670514314785,0.24615384615384617,0.9737377022522156,0.8209072359127296
